phrase,freq,f_len,max_subgram_freq,partial_order,min_support,mutual_confidence,f_avg_wordlength,f_pos_nn,f_pos_prop,f_pos_verb,f_pos_adj,f_pos_deter,f_pos_empty,f_pos_other,f_completeness,f_postagUniqueness,is_know_phrase
naval s naval,1,3,13,0,0.0,-1,3.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval s t budget,25,4,25,0,0.12,0.76,3.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
naval s t budget national defense strategy,49,7,143,0,1.96,0.217,5.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval s t budget national defense strategy future naval capability,1,10,143,0,0.02,0.085,5.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval s t budget national defense strategy research priority,6,9,143,0,0.12,0.221,5.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval s t budget national defense strategy research priority naval research,1,11,747,0,0.02,0.009,5.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval s t focus area,1,5,13,0,0.0,2.333,3.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval s t program,1,4,13,0,0.0,7.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval s t superiority,1,4,13,0,0.0,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval s&t,1,2,0,0,0.0,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
naval s&t focus area,1,4,3,0,0.0,0.333,4.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval s&t program,1,3,1,0,0.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
naval s&t superiority,1,3,1,0,0.0,-1,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
naval science engineering workforce capability,7,5,90,0,0.03,24.25,8.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval science engineering workforce capability naval warfare,1,7,90,0,0.01,0.679,7.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval science naval research,69,4,747,0,0.33,0.106,6.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval science naval research applied research,3,6,747,0,0.01,1.722,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval science naval research applied research advanced technology development investment,1,10,747,0,0.33,0.679,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval science research priority,1,4,90,0,0.0,1.058,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval science technology,25,3,90,0,0.12,-1,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval science technology naval research,2,5,747,0,0.01,0.062,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval science technology naval research onr,1,6,747,0,0.0,0.167,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval sea mining,1,3,0,0,0.0,-1,4.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval special warfare (ns,1,4,14,0,0.0,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval special warfare explosive ordnance disposal,1,6,14,0,0.0,-1,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval special warfare explosive ordnance disposal technology effort,1,8,47,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval special warfare explosive ordnance technology effort,1,7,47,0,0.07,-1,7.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval special warfare joint tri-service explosive ordnance disposal,1,8,14,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval special warfare mine,1,4,14,0,0.0,-1,5.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval special warfare system,2,4,14,0,0.01,-1,6.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval strike operation,4,3,1,0,0.02,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval strike operation navy,1,4,4,0,0.0,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval unit,2,2,0,0,0.01,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
naval variable cycle advanced technology,1,5,12,0,0.0,-1,7.2,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
naval warfare,67,2,0,0,0.32,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
naval warfare capability,1,3,67,0,0.0,-1,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval warfare center,64,3,67,0,0.31,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval warfare center department,3,4,67,0,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval warfare center department navy,1,5,317,0,0.0,0.107,6.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval warfare development command,2,4,67,0,0.01,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
naval warfare experimentation,2,3,67,0,0.01,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval warfare experimentation effort,1,4,67,0,0.0,34.0,8.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval warfare experimentation effort is funding participation,1,7,67,0,0.01,-1,7.86,0.714,0.0,0.286,0.0,0.0,0.0,0.0,0,0,2
naval warfare ied,35,3,67,0,0.17,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval warfare ied ied,1,4,67,0,0.0,34.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
naval warfare research effort,1,4,76,0,0.0,0.447,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
naval warfare standoff capability,1,4,67,0,0.0,11.333,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navfac,1,1,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navfac requirement,1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navigation,7,1,0,0,0.5,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navigation timing,2,2,0,0,0.14,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navigation timing pnt,1,3,2,0,0.07,-1,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy,796,1,0,0,56.86,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
navy 's ( don) portfolio,17,5,0,0,0.02,-1,4.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0,0,1
navy 's d,2,3,0,0,0.0,-1,2.33,0.667,0.0,0.0,0.0,0.0,0.333,0.0,0,0,1
navy 's i nnovative naval prototype (in,2,7,5,0,-1,-1,4.71,0.714,0.0,0.0,0.143,0.0,0.143,0.0,0,0,2
navy 's r laboratory,1,4,0,0,0.0,-1,4.25,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0,0,1
navy 's t echnology base program,1,6,0,0,0.0,-1,4.5,0.833,0.0,0.0,0.0,0.0,0.167,0.0,0,0,1
navy (do,2,2,0,0,0.0,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy . il ir,3,4,0,0,0.0,-1,2.25,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0,0,1
navy activity,3,2,0,0,0.0,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy activity project,1,3,41,0,0.0,-1,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy arctic,9,2,0,1,0.01,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy arctic amos,1,3,23,0,0.0,-1,4.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy base,1,2,0,0,0.0,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy basic,1,2,0,0,0.0,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
navy basic navy,1,3,1,0,0.0,-1,4.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,1
navy basic research,1,3,2,0,0.0,-1,5.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
navy c2 fire,2,3,0,0,0.0,-1,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy c2/fires,5,2,0,0,0.01,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy c2/fires isr information,1,4,5,0,0.0,3.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy capability,1,2,0,0,0.0,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy career award,1,3,0,0,0.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy conduct,4,2,0,0,0.01,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy conduct undersea,1,3,4,0,0.0,-1,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy congressional,22,2,0,0,0.03,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy congressional hijenks,1,3,22,0,0.0,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy congressional navy,1,3,22,0,0.0,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy congressional railgun,1,3,22,0,0.0,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy department,11,2,0,1,0.01,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy department information,1,3,11,0,0.0,-1,8.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy department navy,124,3,317,0,0.16,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy department navy congressional,1,4,317,0,0.0,0.273,7.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy department navy department information,63,5,317,0,0.08,37.0,7.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy department navy department information congressional,7,6,317,0,0.01,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy department navy department information congressional arctic mobile,1,8,317,0,0.01,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy distributed maritime operation,1,4,59,0,0.0,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy don,19,2,0,0,0.02,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy don applied,7,3,19,0,0.01,-1,4.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy don applied advanced technology,44,5,95,0,0.06,0.332,6.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy don applied advanced technology naval,1,6,95,0,0.0,0.244,6.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy global force projection .  t hese installation,1,9,1,0,-1,-1,4.78,0.556,0.0,0.0,0.222,0.0,0.222,0.0,0,0,2
navy hypersonic,1,2,0,0,0.0,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy ilir,1,2,0,0,0.0,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy innovative naval prototype,1,4,61,0,0.0,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy key,6,2,0,0,0.01,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy key virginia,1,3,6,0,0.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy laboratory,1,2,0,0,0.0,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy laser family,3,3,0,0,0.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy machine,1,2,0,0,0.0,-1,5.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
navy mantech investment strategy,6,4,0,0,0.01,-1,7.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy mantech investment strategy .  k ey platform,1,9,6,0,0.17,-1,4.56,0.778,0.0,0.0,0.0,0.0,0.222,0.0,0,0,2
navy mantech investment strategy targeted include,1,6,6,0,0.0,-1,7.33,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
navy manufacturing technology program,3,4,3,0,0.0,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy marine corp,123,3,310,0,0.15,-1,4.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy marine corp autonomous system,1,5,310,0,0.0,-1,6.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
navy marine corp due,1,4,310,0,0.0,-1,4.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy marine corp naval research,1,5,747,0,0.0,-1,5.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy marine corp naval research enterprise,14,6,747,0,0.02,-1,6.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy marine corp naval research enterprise naval,1,7,747,0,0.01,-1,6.0,0.857,0.0,0.0,0.143,0.0,0.0,0.0,0,0,2
navy marine corp naval research enterprise naval operation,1,8,747,0,0.01,-1,6.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy marine corp scientific,1,4,310,0,0.0,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy marine corp swampworks,1,4,310,0,0.0,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy marine corp team,2,4,310,0,0.0,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy mdusvs,1,2,0,0,0.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy mission,12,2,0,0,0.02,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy mission operator trust,1,4,23,0,0.0,0.283,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy naval research,14,3,747,0,0.02,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy naval research naval research enterprise,3,6,747,0,0.0,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy naval research naval research enterprise nre,7,7,747,0,0.5,-1,6.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy naval research naval research enterprise nre naval,1,8,747,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy naval research onr,1,4,747,0,0.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy naval s,1,3,13,0,0.0,-1,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy naval science,1,3,90,0,0.0,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy navy,49,2,0,0,0.06,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy navy naval installation,1,4,49,0,0.0,25.0,6.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy patent program,3,3,0,0,0.0,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy pecase,1,2,0,0,0.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy program,3,2,0,0,0.0,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy refine,1,2,0,0,0.0,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy research program,8,3,1,0,0.01,-1,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy research program cost research instrumentation,1,6,8,0,0.0,-1,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy rot,2,2,0,0,0.0,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy rot c cy bersecurity training program fy,1,8,2,0,-1,-1,4.75,0.875,0.0,0.0,0.0,0.0,0.125,0.0,0,0,2
navy rotc,11,2,0,0,0.01,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy rotc cybersecurity training program,1,5,11,0,0.0,-1,7.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy rotc cybersecurity training program fy,1,6,11,0,0.0,-1,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy rotc naval,1,3,11,0,0.0,-1,4.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy s,1,2,0,0,0.0,-1,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy science,1,2,0,0,0.0,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy ship,3,2,0,0,0.0,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy surface force,3,3,0,0,0.0,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
navy undersea warfare science,2,4,13,0,0.0,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy warfare,1,2,0,0,0.0,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
navy warfare development command (nw dc,1,6,1,0,0.0,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
navy-relevant research,2,2,0,0,0.14,-1,10.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
navy-unique transduction,1,2,0,0,0.07,-1,11.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
nd,51,1,0,0,3.64,-1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
nd nlw,1,2,0,0,0.02,-1,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
nds objective,2,2,0,0,0.14,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
near-peer adversary,2,2,0,0,0.14,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
nearshore observation,2,2,0,0,0.14,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
necessary modeling,1,2,0,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
need,4,1,0,0,0.29,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
need fy,1,2,0,0,0.07,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
needed cost reduction,2,3,2,0,0.14,-1,6.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,1
nested local environmental prediction model,2,5,1,0,0.14,-1,7.8,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0,0,2
net result,1,2,0,0,0.07,-1,4.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
net-centric warfare,1,2,0,0,0.07,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
network,11,1,0,0,0.79,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
network centric warfare,1,3,0,0,0.07,-1,7.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
network centric warfare capability,1,4,1,0,0.07,-1,7.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
network data rate,1,3,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
network technology,1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
network centric capability,1,3,0,0,0.07,-1,8.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
network description,2,2,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
network function,2,2,0,0,0.14,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
network size,1,2,0,0,0.07,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
neutralization,1,1,0,0,0.07,-1,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
neutralization breaching,2,2,0,0,0.14,-1,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
neutralization device,2,2,0,0,0.14,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
neutralization effort,1,2,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
neutralization effort include technology,1,4,1,0,0.07,-1,9.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
neutralize device,1,2,0,0,0.07,-1,8.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
new acquisition program,2,3,131,0,0.14,-1,7.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
new advanced manufacturing technology,1,4,3,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
new algorithm,1,2,0,0,0.07,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
new anti-submarine warfare (as,1,4,35,0,0.07,-1,6.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
new asw operational concept,1,4,30,0,0.07,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
new capability option,2,3,11,0,0.14,-1,6.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
new capability,11,2,0,0,0.79,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
new expeditionary energy technology,1,4,13,0,0.07,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
new future naval capability,1,4,82,0,0.07,-1,6.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
new generation mine,2,3,1,0,0.14,-1,5.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
new hel cap technical solution,1,5,1,0,0.07,-1,5.2,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0,0,1
new human target behavioral effect,1,5,0,0,0.07,-1,6.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0,0,2
new idea,4,2,0,0,0.29,-1,3.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
new innovative technology,2,3,0,0,0.14,-1,7.67,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
new maintenance technology,1,3,1,0,0.07,-1,8.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
new material,1,2,0,0,0.07,-1,5.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
new naval air vehicle concept,3,5,6,0,0.21,-1,5.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
new nlw technology,1,3,2,0,0.07,-1,5.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,1
new nlw technology .  c,1,6,2,0,1.0,-1,3.0,0.5,0.0,0.0,0.167,0.0,0.333,0.0,0,0,2
new non-lethal effect,1,3,0,0,0.07,-1,6.33,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
new non-lethal laser,1,3,0,0,0.07,-1,6.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,1
new non-lethal phenomenon,1,3,0,0,0.07,-1,7.67,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,1
new non-lethal stimulus,2,3,0,0,0.14,-1,7.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
new paradigm,2,2,0,0,0.14,-1,5.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
new portable tool,1,3,0,0,0.07,-1,5.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,4
new science,2,2,0,0,0.14,-1,5.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
new sensor concept,1,3,2,0,0.07,-1,5.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
new sensor,2,2,0,0,0.14,-1,4.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
new tactic,1,2,0,0,0.07,-1,4.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
new technological capability,28,3,0,0,2.0,-1,8.67,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
new technological concept,3,3,0,0,0.21,-1,7.67,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
new technology,9,2,0,0,0.64,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,1,4
new threat vector,1,3,1,0,0.07,-1,5.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
new training technology,1,3,1,0,0.07,-1,7.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
new machine learning algorithm,1,4,16,0,0.07,-1,6.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
next generation,2,2,0,0,0.14,-1,7.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,1,4
next generation decision aid,2,4,2,0,0.14,2.0,6.25,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
next generation mining concept,1,4,2,0,0.07,1.5,6.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
next generation naval mining concept,1,5,2,0,0.07,1.5,6.4,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0,0,2
next generation naval mining effect,1,5,2,0,0.07,1.5,6.2,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0,0,2
next generation structural capability,1,4,2,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
next generation air dominance,1,4,2,0,0.07,-1,6.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,4
next generation air dominance (ng ad,1,6,2,0,0.5,-1,5.17,0.833,0.0,0.0,0.167,0.0,0.0,0.0,0,0,2
next-generation decision aid,1,3,1,0,0.07,-1,8.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
next-generation non-lethal capability,1,3,2,0,0.07,-1,11.67,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
next-generation non-lethal weapon (nl,1,4,1,0,0.07,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
next-generation non-lethal weapon,1,3,0,0,0.07,-1,10.33,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
next-generation target detection device,1,4,11,0,0.07,-1,9.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
next-generation long range long duration wireless human electro-muscular incapacitation munition,1,10,29,0,-1,-1,8.7,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0,0,2
next-generation nlw,1,2,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
